campaign_id,customer_id,campaign_type,campaign_date,campaign_cost,delivered,clicked,redeemed,purchase_7d,revenue_7d,purchase_14d,revenue_14d,purchase_30d,revenue_30d,days_to_next_purchase,next_purchase_amount
CAMP00061,C0075,Birthday,2026-04-06,18.5,1,0,0,1,1131.81,1,1131.81,1,3235.55,3,1131.81
CAMP00062,C0141,Discount,2026-08-31,19.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00063,C0503,Win-back,2026-05-14,32.75,1,0,0,0,0.0,0,0.0,1,2778.48,21,694.62
CAMP00064,C0398,Win-back,2025-10-07,29.25,1,0,0,0,0.0,0,0.0,1,5366.91,27,1788.97
CAMP00065,C0670,Loyalty,2024-11-07,18.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00066,C0513,Win-back,2026-01-23,29.25,1,1,1,0,0.0,0,0.0,1,2226.99,16,1407.55
CAMP00067,C0088,New Product,2026-07-23,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00068,C0962,Win-back,2026-06-22,29.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00069,C0158,Discount,2026-08-12,19.75,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00070,C0476,Loyalty,2026-04-05,14.0,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00071,C0513,Loyalty,2026-08-24,18.0,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP00072,C0684,Festival,2026-08-15,32.5,1,0,0,1,1374.69,1,1374.69,1,1374.69,2,1374.69
CAMP00073,C0481,Discount,2024-10-06,25.0,1,0,0,0,0.0,0,0.0,1,696.1,29,696.1
CAMP00074,C0762,Festival,2026-02-21,25.5,1,0,0,1,5902.71,1,5902.71,1,5902.71,7,1967.57
CAMP00075,C0773,Birthday,2025-03-17,22.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00076,C0317,Loyalty,2026-08-12,18.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00077,C0094,Birthday,2025-01-15,22.0,1,1,0,1,918.21,1,918.21,1,2851.62,7,918.21
CAMP00078,C0763,Win-back,2024-07-09,27.5,1,0,0,0,0.0,1,1498.34,1,1498.34,9,1498.34
CAMP00079,C0654,Festival,2024-05-18,29.0,1,0,0,0,0.0,0,0.0,1,1084.98,28,542.49
CAMP00080,C0050,New Product,2026-05-25,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00081,C0667,New Product,2026-08-10,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00082,C0284,Discount,2026-06-29,23.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00083,C0023,Festival,2025-09-15,30.75,1,1,0,1,2006.27,1,3947.86,1,5391.26,5,2006.27
CAMP00084,C0259,Birthday,2026-05-23,22.0,1,1,0,0,0.0,1,1868.34,1,3529.27,13,1868.34
CAMP00085,C0101,Birthday,2025-12-26,20.25,1,0,0,0,0.0,1,6174.22,1,6174.22,8,3087.11
CAMP00086,C0402,New Product,2025-06-07,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00087,C0162,Birthday,2026-08-18,20.25,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP00088,C0827,Loyalty,2024-11-19,18.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00089,C0915,Win-back,2025-01-17,32.75,1,0,0,0,0.0,0,0.0,1,4683.81,16,1561.27
CAMP00090,C0725,Loyalty,2026-08-21,18.0,1,0,0,1,854.13,1,854.13,1,854.13,4,854.13
CAMP00091,C0804,Festival,2025-09-12,25.5,1,0,0,0,0.0,0,0.0,1,432.09,21,432.09
CAMP00092,C0811,Birthday,2026-04-16,20.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00093,C0237,Festival,2025-05-31,29.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00094,C0455,New Product,2026-05-29,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00095,C0127,Win-back,2025-03-13,31.0,1,0,0,0,0.0,0,0.0,1,3041.2500000000005,15,2038.94
CAMP00096,C0003,Birthday,2025-04-18,22.0,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00097,C0539,Festival,2026-04-26,30.75,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP00098,C0472,Festival,2026-07-22,29.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00099,C0820,Festival,2026-08-08,30.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00100,C0824,Loyalty,2026-06-15,18.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00101,C0373,Loyalty,2024-10-23,14.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00102,C0251,Festival,2026-05-13,27.25,1,0,0,0,0.0,0,0.0,1,1396.72,15,1396.72
CAMP00103,C0143,Loyalty,2024-07-27,22.0,1,0,0,1,3692.97,1,3692.97,1,4644.910000000001,7,1153.14
CAMP00104,C0574,Loyalty,2025-10-24,18.0,1,1,0,0,0.0,1,4257.719999999999,1,5638.9,9,774.88
CAMP00105,C0755,Loyalty,2026-03-01,16.0,1,0,0,1,5147.64,1,5147.64,1,5147.64,6,1715.88
CAMP00106,C0851,New Product,2025-02-23,23.0,1,0,0,0,0.0,1,1406.18,1,1406.18,12,703.09
CAMP00107,C0153,Discount,2026-08-11,23.25,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP00108,C0539,Festival,2026-03-16,25.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00109,C0376,Win-back,2026-04-21,29.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00110,C0034,Win-back,2026-08-07,27.5,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00111,C0393,Win-back,2024-02-13,29.25,1,0,0,0,0.0,0,0.0,1,1198.98,21,1198.98
CAMP00112,C0579,New Product,2026-06-15,23.0,1,0,0,1,3404.56,1,6080.06,1,6080.06,3,1702.28
CAMP00113,C0897,New Product,2024-05-10,23.0,1,0,0,0,0.0,0,0.0,1,9107.4,19,3035.8
CAMP00114,C0844,Festival,2025-01-31,29.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00115,C0009,Festival,2026-03-24,32.5,1,0,0,1,1796.66,1,9868.18,1,11518.39,7,1796.66
CAMP00116,C0098,Festival,2026-02-23,30.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00117,C0374,Discount,2024-02-16,21.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00118,C0984,Loyalty,2026-07-28,18.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00119,C0313,Win-back,2026-07-21,31.0,1,0,0,0,0.0,0,0.0,1,1055.97,21,1055.97
CAMP00120,C0111,Festival,2025-03-13,32.5,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00121,C0008,New Product,2026-08-26,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00122,C0951,Win-back,2026-08-28,29.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00123,C0029,New Product,2026-07-17,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00124,C0938,Loyalty,2024-11-02,22.0,1,0,0,0,0.0,0,0.0,1,762.89,15,762.89
CAMP00125,C0790,Discount,2026-08-31,23.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00126,C0665,Festival,2025-04-28,30.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00127,C0159,New Product,2026-06-06,23.0,1,0,0,1,2334.41,1,3243.95,1,3710.15,2,837.65
CAMP00128,C0747,Win-back,2026-07-07,32.75,1,1,0,0,0.0,1,775.76,1,775.76,14,387.88
CAMP00129,C0472,Festival,2026-06-24,32.5,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00130,C0108,Birthday,2026-07-22,20.25,1,1,0,1,1751.72,1,1751.72,1,1751.72,4,875.86
CAMP00131,C0936,Win-back,2025-10-24,31.0,0,0,0,1,299.5,1,299.5,1,1956.83,3,299.5
CAMP00132,C0776,New Product,2026-02-27,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00133,C0580,Festival,2026-08-07,25.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00134,C0712,Win-back,2025-06-17,32.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00135,C0222,Birthday,2024-02-19,20.25,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP00136,C0647,New Product,2026-08-31,23.0,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00137,C0530,Loyalty,2026-01-19,16.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00138,C0324,Festival,2026-06-09,25.5,1,0,0,1,2100.76,1,2100.76,1,4095.3600000000006,3,1050.38
CAMP00139,C0255,Discount,2025-12-20,21.5,1,0,0,1,603.74,1,603.74,1,603.74,4,301.87
CAMP00140,C0354,Discount,2026-07-28,25.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00141,C0328,Festival,2023-12-15,29.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00142,C0469,Festival,2025-02-06,25.5,1,1,0,0,0.0,0,0.0,1,9109.64,25,2381.47
CAMP00143,C0344,Win-back,2026-06-18,29.25,1,0,0,0,0.0,0,0.0,1,1755.14,28,877.57
CAMP00144,C0915,Birthday,2025-08-23,18.5,1,1,0,0,0.0,1,2447.34,1,7230.620000000001,13,1223.67
CAMP00145,C0462,Win-back,2025-12-26,31.0,1,0,0,0,0.0,0,0.0,1,1104.92,18,1104.92
CAMP00146,C0827,Discount,2024-05-27,23.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00147,C0942,Birthday,2026-06-02,22.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00148,C0290,Discount,2025-11-26,25.0,1,1,1,1,3211.3500000000004,1,3211.3500000000004,1,3211.3500000000004,6,1070.45
CAMP00149,C0112,Birthday,2025-08-19,22.0,1,0,0,0,0.0,1,1007.23,1,1007.23,8,1007.23
CAMP00150,C0499,Win-back,2025-07-19,32.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00151,C0443,Birthday,2025-09-09,18.5,1,1,0,0,0.0,1,3595.68,1,6846.27,9,1198.56
CAMP00152,C0143,Birthday,2025-08-08,20.25,1,0,0,1,697.39,1,697.39,1,697.39,6,697.39
CAMP00153,C0625,Birthday,2026-08-22,22.0,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00154,C0312,Birthday,2026-06-08,22.0,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP00155,C0511,Loyalty,2024-12-23,16.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00156,C0449,Win-back,2026-07-19,31.0,1,1,1,1,717.68,1,717.68,1,717.68,2,717.68
CAMP00157,C0504,Festival,2026-05-03,25.5,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00158,C0080,New Product,2024-07-22,23.0,1,0,0,0,0.0,0,0.0,1,4779.59,29,4779.59
CAMP00159,C0762,Discount,2026-04-06,25.0,1,0,0,0,0.0,0,0.0,1,1326.45,23,1326.45
CAMP00160,C0050,Discount,2026-06-04,23.25,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP00161,C0293,Discount,2025-01-22,19.75,1,1,0,0,0.0,0,0.0,1,1578.8,26,1578.8
CAMP00162,C0424,Festival,2026-03-21,25.5,0,0,0,0,0.0,1,1102.43,1,2593.41,12,1102.43
CAMP00163,C0560,New Product,2026-05-05,23.0,1,0,0,1,1166.42,1,4889.4,1,6916.200000000001,3,583.21
CAMP00164,C0587,Discount,2024-09-10,21.5,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00165,C0597,New Product,2025-04-01,23.0,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00166,C0582,Win-back,2026-03-21,31.0,1,0,0,0,0.0,0,0.0,1,5101.200000000001,22,4218.89
CAMP00167,C0500,Loyalty,2026-04-25,16.0,1,0,0,0,0.0,0,0.0,1,2319.9,21,2319.9
CAMP00168,C0440,Festival,2025-12-11,32.5,0,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00169,C0368,Win-back,2024-12-07,27.5,1,0,0,0,0.0,0,0.0,1,653.62,29,653.62
CAMP00170,C0516,Loyalty,2024-10-24,16.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00171,C0213,New Product,2024-05-17,23.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00172,C0659,Discount,2025-09-14,25.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00173,C0928,Discount,2026-03-26,25.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00174,C0358,Discount,2026-04-15,19.75,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00175,C0725,Discount,2026-06-26,23.25,1,1,0,0,0.0,0,0.0,1,3475.08,22,1737.54
CAMP00176,C0575,Loyalty,2023-11-30,16.0,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP00177,C0213,Loyalty,2025-11-21,16.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00178,C0917,Festival,2026-06-10,27.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00179,C0807,Discount,2025-11-30,23.25,1,1,0,0,0.0,1,606.92,1,2099.84,11,606.92
CAMP00180,C0452,New Product,2025-04-19,23.0,1,0,0,0,0.0,0,0.0,1,5268.02,15,563.76
CAMP00181,C0449,Festival,2026-05-04,29.0,1,1,0,1,1111.26,1,2194.4,1,2194.4,5,370.42
CAMP00182,C0092,New Product,2025-11-30,23.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00183,C0571,Birthday,2025-05-19,18.5,1,0,0,0,0.0,1,772.44,1,772.44,13,772.44
CAMP00184,C0027,New Product,2026-03-03,23.0,0,0,0,0,0.0,1,1350.51,1,1350.51,12,1350.51
CAMP00185,C0915,Festival,2025-02-13,27.25,1,1,1,0,0.0,0,0.0,1,2373.81,26,791.27
CAMP00186,C0516,Win-back,2026-07-26,29.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00187,C0670,Win-back,2026-05-24,27.5,1,1,0,0,0.0,1,1581.01,1,4212.79,9,1581.01
CAMP00188,C0033,Discount,2026-05-12,21.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00189,C0578,Loyalty,2024-07-31,22.0,1,0,0,0,0.0,0,0.0,1,1877.99,17,600.27
CAMP00190,C0068,Loyalty,2025-08-14,16.0,1,1,0,0,0.0,1,3193.4700000000003,1,10563.38,13,1064.49
CAMP00191,C0375,Birthday,2025-03-17,18.5,1,0,0,1,365.49,1,365.49,1,365.49,3,365.49
CAMP00192,C0998,New Product,2026-07-02,23.0,1,0,0,0,0.0,0,0.0,1,1875.25,15,1875.25
CAMP00193,C0485,Discount,2026-05-21,23.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00194,C0058,Discount,2025-03-16,23.25,1,1,0,0,0.0,0,0.0,1,2601.08,22,1300.54
CAMP00195,C0510,Birthday,2026-08-06,20.25,1,1,0,0,0.0,1,2828.78,1,2828.78,10,1414.39
CAMP00196,C0974,Festival,2026-07-02,32.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00197,C0329,Festival,2025-10-09,30.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00198,C0245,Festival,2025-11-01,29.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00199,C0656,Festival,2025-10-10,30.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00200,C0372,Festival,2025-06-07,32.5,1,0,0,0,0.0,1,3218.37,1,12863.81,13,1072.79
CAMP00201,C0159,Festival,2025-12-30,29.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00202,C0895,Festival,2024-09-23,25.5,1,1,0,0,0.0,1,661.87,1,4158.29,10,661.87
CAMP00203,C0260,Festival,2025-10-09,30.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00204,C0558,Discount,2025-02-22,23.25,1,0,0,0,0.0,1,8520.01,1,10384.6,11,3040.24
CAMP00205,C0911,Festival,2026-08-12,27.25,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP00206,C0655,Discount,2025-09-24,25.0,0,0,0,0,0.0,1,951.68,1,951.68,10,951.68
CAMP00207,C0301,Discount,2026-01-01,19.75,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00208,C0769,Loyalty,2025-12-27,22.0,1,0,0,1,1415.62,1,1415.62,1,1415.62,1,1415.62
CAMP00209,C0434,Festival,2026-04-07,30.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00210,C0358,New Product,2024-10-17,23.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00211,C0841,Discount,2025-12-10,25.0,1,0,0,1,1077.3,1,2633.16,1,2633.16,6,1077.3
CAMP00212,C0753,Discount,2025-10-15,21.5,1,0,0,0,0.0,1,1697.25,1,1697.25,8,1697.25
CAMP00213,C0749,Birthday,2025-06-17,18.5,1,0,0,0,0.0,0,0.0,1,963.46,19,481.73
CAMP00214,C0123,Win-back,2024-08-06,31.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00215,C0489,Win-back,2025-10-09,29.25,1,0,0,0,0.0,1,2441.08,1,2441.08,11,1220.54
CAMP00216,C0247,Birthday,2025-09-14,22.0,1,0,0,0,0.0,0,0.0,1,1162.57,27,1162.57
CAMP00217,C0814,Loyalty,2026-04-02,22.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00218,C0140,New Product,2025-03-29,23.0,1,0,0,0,0.0,1,2510.48,1,5143.93,13,1255.24
CAMP00219,C0304,New Product,2025-05-08,23.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00220,C0498,Birthday,2026-07-26,22.0,0,0,0,1,1900.28,1,1900.28,1,1900.28,2,950.14
CAMP00221,C0118,Loyalty,2026-06-04,22.0,1,0,0,0,0.0,0,0.0,1,3224.5,29,3224.5
CAMP00222,C0631,Win-back,2026-04-24,29.25,0,0,0,1,765.15,1,765.15,1,2729.37,5,765.15
CAMP00223,C0310,Discount,2025-09-17,19.75,1,1,1,0,0.0,0,0.0,0,0.0,,
CAMP00224,C0921,Festival,2026-01-06,30.75,1,0,0,0,0.0,0,0.0,1,2987.74,21,955.44
CAMP00225,C0469,Win-back,2023-11-10,29.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00226,C0851,Loyalty,2025-10-27,16.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00227,C0358,Win-back,2026-07-31,31.0,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00228,C0958,Win-back,2026-01-02,32.75,1,0,0,0,0.0,0,0.0,1,1725.27,21,1725.27
CAMP00229,C0606,Birthday,2025-11-04,22.0,1,0,0,0,0.0,0,0.0,1,2455.84,15,917.31
CAMP00230,C0539,Festival,2026-08-24,30.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00231,C0837,Discount,2026-06-24,21.5,1,0,0,0,0.0,0,0.0,1,339.82,21,339.82
CAMP00232,C0820,Birthday,2025-12-28,22.0,1,0,0,0,0.0,1,1324.78,1,1324.78,12,662.39
CAMP00233,C0787,Win-back,2023-12-11,29.25,1,0,0,0,0.0,0,0.0,1,1097.39,24,1097.39
CAMP00234,C0159,Festival,2026-01-31,27.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00235,C0558,Win-back,2025-07-24,27.5,1,1,1,1,3106.9700000000003,1,3106.9700000000003,1,5424.59,1,1166.13
CAMP00236,C0976,Festival,2026-06-22,27.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00237,C0155,Discount,2024-08-16,19.75,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00238,C0018,Birthday,2025-02-05,22.0,1,0,0,0,0.0,0,0.0,1,5104.03,29,1588.78
CAMP00239,C0607,Birthday,2025-08-02,20.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00240,C0816,Discount,2026-06-20,23.25,1,0,0,0,0.0,0,0.0,1,2561.78,20,1770.68
CAMP00241,C0821,Birthday,2024-03-13,20.25,1,0,0,0,0.0,1,3419.31,1,3419.31,8,1139.77
CAMP00242,C0473,Festival,2026-03-07,27.25,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00243,C0901,New Product,2026-08-15,23.0,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00244,C0780,Festival,2024-06-12,25.5,1,0,0,0,0.0,0,0.0,0,0.0,,
CAMP00245,C0765,Birthday,2026-02-19,20.25,1,1,0,0,0.0,0,0.0,0,0.0,,
CAMP00246,C0406,Discount,2024-10-24,21.5,1,0,0,1,2405.3,1,2405.3,1,5476.56,5,1202.65
