transaction_id,customer_id,transaction_date,bill_amount,outlet
T00091,C0004,30-11-2025,1641.95,Outlet_03
T00092,C0004,29-12-2025,1950.17,Outlet_06
T00093,C0004,29-12-2025,1950.17,Outlet_06
T00094,C0004,14-03-2026,2515.17,Outlet_06
T00095,C0004,14-03-2026,2515.17,Outlet_06
T00096,C0004,20-03-2026,789.92,Outlet_05
T00097,C0004,20-03-2026,789.92,Outlet_05
T00098,C0004,23-03-2026,813.07,Outlet_06
T00099,C0004,05-04-2026,2226.69,Outlet_11
T00100,C0004,05-04-2026,875.85,Outlet_06
T00101,C0004,05-04-2026,875.85,Outlet_06
T00102,C0004,04-05-2026,3119.75,Outlet_06
T00103,C0004,21-05-2026,977.89,Outlet_06
T00104,C0004,23-05-2026,797.38,Outlet_06
T00105,C0004,28-05-2026,2476.79,Outlet_11
T00106,C0004,08-06-2026,747.29,Outlet_06
T00107,C0004,28-06-2026,1319.82,Outlet_06
T00108,C0004,28-06-2026,1319.82,Outlet_06
T00109,C0004,28-06-2026,1319.82,Outlet_06
T00110,C0004,28-06-2026,1319.82,Outlet_06
T00111,C0004,08-07-2026,890.12,Outlet_06
T00112,C0004,06-08-2026,895.39,Outlet_04
T00113,C0004,06-08-2026,895.39,Outlet_04
T00114,C0004,06-08-2026,895.39,Outlet_04
T00115,C0005,21-04-2024,2852.8,Outlet_10
T00116,C0005,05-08-2024,1701.65,Outlet_14
T00117,C0005,27-08-2024,1081.38,Outlet_12
T00118,C0005,27-08-2024,1081.38,Outlet_12
T00119,C0005,27-08-2024,1081.38,Outlet_12
T00120,C0005,26-09-2024,1165.39,Outlet_10
T00121,C0005,26-09-2024,1165.39,Outlet_10
T00122,C0005,08-11-2024,924.28,Outlet_10
T00123,C0005,10-11-2024,1151.22,Outlet_10
T00124,C0005,02-12-2024,762.67,Outlet_10
T00125,C0005,02-12-2024,762.67,Outlet_10
T00126,C0005,24-12-2024,1222.15,Outlet_10
T00127,C0005,25-12-2024,1396.29,Outlet_10
T00128,C0005,18-01-2025,3120.98,Outlet_10
T00129,C0005,18-01-2025,2356.08,Outlet_13
T00130,C0005,18-01-2025,2356.08,Outlet_13
T00131,C0005,02-03-2025,2908.89,Outlet_10
T00132,C0005,02-03-2025,2908.89,Outlet_10
T00133,C0005,02-03-2025,2908.89,Outlet_10
T00134,C0005,15-03-2025,2100.59,Outlet_10
T00135,C0005,22-03-2025,1617.98,Outlet_15
T00136,C0005,29-04-2025,1413.55,Outlet_10
T00137,C0005,03-05-2025,2088.22,Outlet_14
T00138,C0005,13-05-2025,1985.48,Outlet_10
T00139,C0005,13-05-2025,1985.48,Outlet_10
T00140,C0005,21-05-2025,1836.26,Outlet_04
T00141,C0005,25-05-2025,3142.98,Outlet_10
T00142,C0005,08-08-2025,1177.2,Outlet_10
T00143,C0005,08-08-2025,1177.2,Outlet_10
T00144,C0005,22-08-2025,1725.59,Outlet_10
T00145,C0005,22-08-2025,1725.59,Outlet_10
T00146,C0005,29-08-2025,1032.36,Outlet_10
T00147,C0005,29-08-2025,1032.36,Outlet_10
T00148,C0005,09-09-2025,2455.77,Outlet_10
T00149,C0005,09-09-2025,2455.77,Outlet_10
T00150,C0005,26-09-2025,2651.17,Outlet_10
T00151,C0005,04-10-2025,2081.38,Outlet_10
T00152,C0005,04-10-2025,2081.38,Outlet_10
T00153,C0005,08-10-2025,2153.1,Outlet_10
T00154,C0005,24-10-2025,1492.04,Outlet_10
T00155,C0005,24-10-2025,1492.04,Outlet_10
T00156,C0005,24-10-2025,1492.04,Outlet_10
T00157,C0005,25-10-2025,618.09,Outlet_05
T00158,C0005,15-11-2025,3110.18,Outlet_10
T00159,C0005,13-12-2025,1355.9,Outlet_10
T00160,C0005,24-12-2025,1724.4,Outlet_10
T00161,C0005,24-12-2025,1724.4,Outlet_10
T00162,C0005,24-12-2025,1724.4,Outlet_10
T00163,C0005,07-01-2026,1063.02,Outlet_10
T00164,C0005,07-01-2026,1063.02,Outlet_10
T00165,C0005,07-01-2026,1063.02,Outlet_10
T00166,C0005,16-01-2026,1486.42,Outlet_10
T00167,C0005,19-01-2026,1193.54,Outlet_10
T00168,C0005,04-02-2026,3426.05,Outlet_05
T00169,C0005,04-02-2026,3426.05,Outlet_05
T00170,C0005,11-02-2026,2259.89,Outlet_05
T00171,C0005,11-02-2026,2259.89,Outlet_05
T00172,C0005,21-02-2026,859.71,Outlet_10
T00173,C0005,21-02-2026,859.71,Outlet_10
T00174,C0005,21-02-2026,859.71,Outlet_10
T00175,C0005,11-05-2026,1604.58,Outlet_10
T00176,C0005,02-06-2026,1000.98,Outlet_09
T00177,C0005,12-06-2026,2108.08,Outlet_10
T00178,C0005,12-06-2026,2108.08,Outlet_10
T00179,C0005,12-06-2026,2108.08,Outlet_10
T00180,C0005,28-07-2026,774.22,Outlet_10
T00181,C0005,28-07-2026,774.22,Outlet_10
T00182,C0006,23-06-2024,2541.73,Outlet_06
T00183,C0006,19-07-2024,2146.96,Outlet_06
T00184,C0006,19-07-2024,2146.96,Outlet_06
T00185,C0006,24-10-2024,2220.92,Outlet_06
T00186,C0006,06-11-2024,1241.3,Outlet_01
T00187,C0006,06-11-2024,1241.3,Outlet_01
T00188,C0006,08-11-2024,2036.54,Outlet_06
T00189,C0006,08-11-2024,2036.54,Outlet_06
T00190,C0006,19-11-2024,2445.81,Outlet_07
T00191,C0006,19-11-2024,2445.81,Outlet_07
T00192,C0006,11-12-2024,1582.12,Outlet_13
T00193,C0006,07-01-2025,2088.63,Outlet_06
T00194,C0006,07-01-2025,2088.63,Outlet_06
T00195,C0006,02-02-2025,4307.26,Outlet_06
T00196,C0006,02-02-2025,4307.26,Outlet_06
T00197,C0006,03-02-2025,1389.24,Outlet_14
T00198,C0006,17-02-2025,3873.92,Outlet_07
T00199,C0006,17-02-2025,3873.92,Outlet_07
T00200,C0006,17-02-2025,3873.92,Outlet_07
T00201,C0006,26-02-2025,3020.12,Outlet_06
T00202,C0006,26-02-2025,3020.12,Outlet_06
T00203,C0006,27-03-2025,1657.61,Outlet_06
T00204,C0006,27-03-2025,1657.61,Outlet_06
T00205,C0006,17-04-2025,2677.09,Outlet_06
T00206,C0006,17-04-2025,2677.09,Outlet_06
T00207,C0006,17-04-2025,2677.09,Outlet_06
T00208,C0006,28-04-2025,1355.84,Outlet_01
T00209,C0006,28-04-2025,2057.04,Outlet_03
T00210,C0006,06-06-2025,2444.77,Outlet_06
T00211,C0006,06-06-2025,2444.77,Outlet_06
T00212,C0006,15-06-2025,2029.61,Outlet_06
T00213,C0006,15-06-2025,2029.61,Outlet_06
T00214,C0006,12-07-2025,1456.87,Outlet_06
T00215,C0006,01-08-2025,2132.65,Outlet_06
T00216,C0006,01-08-2025,2132.65,Outlet_06
T00217,C0006,05-08-2025,1325.63,Outlet_14
T00218,C0006,05-08-2025,2552.46,Outlet_06
T00219,C0006,13-08-2025,1753.95,Outlet_06
T00220,C0006,13-08-2025,1753.95,Outlet_06
T00221,C0006,17-08-2025,1093.95,Outlet_13
T00222,C0006,17-08-2025,1093.95,Outlet_13
T00223,C0006,26-08-2025,1670.25,Outlet_06
T00224,C0006,26-08-2025,1670.25,Outlet_06
T00225,C0006,02-09-2025,1398.14,Outlet_06
T00226,C0006,28-09-2025,1329.78,Outlet_06
T00227,C0006,14-10-2025,1830.39,Outlet_06
T00228,C0006,08-11-2025,954.43,Outlet_06
T00229,C0006,13-11-2025,1663.7,Outlet_06
T00230,C0006,16-12-2025,2780.44,Outlet_06
T00231,C0006,16-12-2025,1357.73,Outlet_15
T00232,C0006,17-12-2025,1848.69,Outlet_06
T00233,C0006,21-12-2025,1314.7,Outlet_06
T00234,C0006,21-12-2025,1314.7,Outlet_06
T00235,C0006,21-12-2025,1314.7,Outlet_06
T00236,C0006,21-12-2025,1314.7,Outlet_06
T00237,C0006,25-12-2025,1241.19,Outlet_06
T00238,C0006,25-12-2025,1241.19,Outlet_06
T00239,C0006,26-12-2025,1574.97,Outlet_14
T00240,C0006,26-12-2025,1574.97,Outlet_14
T00241,C0006,26-12-2025,1574.97,Outlet_14
T00242,C0006,11-01-2026,1640.55,Outlet_07
T00243,C0006,31-01-2026,1164.6,Outlet_06
T00244,C0006,08-02-2026,2780.44,Outlet_06
T00245,C0006,08-02-2026,2780.44,Outlet_06
T00246,C0006,08-02-2026,2780.44,Outlet_06
T00247,C0006,08-02-2026,2780.44,Outlet_06
T00248,C0006,08-02-2026,2780.44,Outlet_06
T00249,C0006,26-02-2026,1158.48,Outlet_13
T00250,C0006,26-02-2026,1158.48,Outlet_13
T00251,C0006,15-03-2026,1706.05,Outlet_08
T00252,C0006,15-03-2026,1706.05,Outlet_08
T00253,C0006,19-03-2026,2145.38,Outlet_06
T00254,C0006,19-03-2026,2145.38,Outlet_06
T00255,C0006,15-04-2026,2648.55,Outlet_06
T00256,C0006,15-04-2026,2648.55,Outlet_06
T00257,C0006,20-04-2026,2785.67,Outlet_06
T00258,C0006,19-05-2026,2310.69,Outlet_06
T00259,C0006,19-05-2026,2310.69,Outlet_06
T00260,C0006,25-06-2026,2117.68,Outlet_06
T00261,C0006,06-07-2026,774.63,Outlet_06
T00262,C0006,17-07-2026,1949,Outlet_06
T00263,C0006,17-07-2026,1949,Outlet_06
T00264,C0006,17-07-2026,1949,Outlet_06
T00265,C0006,30-07-2026,4854.63,Outlet_15
T00266,C0007,14-07-2026,1047.99,Outlet_01
T00267,C0007,18-07-2026,2729.44,Outlet_14
T00268,C0007,21-07-2026,653.95,Outlet_01
T00269,C0007,21-07-2026,653.95,Outlet_01
T00270,C0007,22-07-2026,1449.79,Outlet_04
T00271,C0007,27-07-2026,1973.41,Outlet_01
T00272,C0007,04-08-2026,1292.54,Outlet_15
T00273,C0008,06-07-2026,1162.37,Outlet_02
T00274,C0008,06-07-2026,1336.93,Outlet_02
T00275,C0008,06-07-2026,627.85,Outlet_02
T00276,C0008,06-07-2026,1162.37,Outlet_02
T00277,C0009,15-11-2025,2040.51,Outlet_10
T00278,C0009,15-11-2025,2040.51,Outlet_10
T00279,C0009,30-11-2025,1235.56,Outlet_06
T00280,C0009,28-12-2025,1704.83,Outlet_11
T00281,C0009,16-01-2026,1176.49,Outlet_06
T00282,C0009,16-01-2026,1176.49,Outlet_06
T00283,C0009,04-03-2026,1399.6,Outlet_11
T00284,C0009,12-03-2026,1737.38,Outlet_05
T00285,C0009,31-03-2026,1796.66,Outlet_13
T00286,C0009,03-04-2026,2410.02,Outlet_11
T00287,C0009,03-04-2026,2410.02,Outlet_11
T00288,C0009,04-04-2026,2081.49,Outlet_01
T00289,C0009,05-04-2026,1169.99,Outlet_04
T00290,C0009,08-04-2026,1650.21,Outlet_11
T00291,C0009,27-04-2026,931.71,Outlet_11
T00292,C0009,09-06-2026,1865.2,Outlet_11
T00293,C0009,26-06-2026,1391.73,Outlet_11
T00294,C0009,24-07-2026,824.6,Outlet_15
T00295,C0009,22-08-2026,1215.6,Outlet_02
T00296,C0009,22-08-2026,1215.6,Outlet_02
T00297,C0010,12-12-2025,548.57,Outlet_13
T00298,C0010,12-12-2025,1055.24,Outlet_01
T00299,C0010,12-12-2025,354.38,Outlet_13
T00300,C0010,12-12-2025,354.38,Outlet_13
T00301,C0011,22-03-2024,928.95,Outlet_05
T00302,C0011,20-05-2024,853.45,Outlet_14
T00303,C0011,20-05-2024,853.45,Outlet_14
T00304,C0011,20-05-2024,853.45,Outlet_14
T00305,C0011,30-10-2024,1191.07,Outlet_05
T00306,C0011,30-10-2024,1191.07,Outlet_05
T00307,C0011,19-11-2024,974.58,Outlet_05
T00308,C0011,09-12-2024,744.4,Outlet_05
T00309,C0011,12-01-2025,762.84,Outlet_06
T00310,C0011,27-01-2025,676.58,Outlet_05
T00311,C0011,01-05-2025,874.8,Outlet_05
T00312,C0011,03-05-2025,468.56,Outlet_01
T00313,C0011,28-05-2025,507.95,Outlet_05
T00314,C0011,11-08-2025,565.03,Outlet_01
T00315,C0011,11-08-2025,565.03,Outlet_01
T00316,C0011,10-09-2025,514.82,Outlet_05
T00317,C0011,10-09-2025,514.82,Outlet_05
T00318,C0011,06-10-2025,1164.13,Outlet_05
T00319,C0011,14-11-2025,482.47,Outlet_09
T00320,C0011,19-02-2026,941.85,Outlet_05
T00321,C0011,19-02-2026,941.85,Outlet_05
T00322,C0011,21-05-2026,587.25,Outlet_05
T00323,C0011,17-06-2026,1022.79,Outlet_12
T00324,C0011,28-07-2026,778.3,Outlet_12
T00325,C0011,28-07-2026,778.3,Outlet_12
T00326,C0011,28-07-2026,778.3,Outlet_12
T00327,C0011,28-07-2026,778.3,Outlet_12
T00328,C0012,06-02-2026,555.16,Outlet_11
T00329,C0012,06-02-2026,837.7,Outlet_11
T00330,C0012,06-02-2026,555.16,Outlet_11
T00331,C0012,06-02-2026,837.7,Outlet_11
T00332,C0012,06-02-2026,555.16,Outlet_11
T00333,C0012,06-02-2026,555.16,Outlet_11
T00334,C0013,09-11-2023,780.72,Outlet_07
T00335,C0013,09-11-2023,780.72,Outlet_07
T00336,C0013,22-12-2023,1041.62,Outlet_07
T00337,C0013,22-12-2023,1041.62,Outlet_07
T00338,C0013,22-12-2023,1041.62,Outlet_07
T00339,C0013,20-03-2024,1252.41,Outlet_07
T00340,C0013,20-04-2024,955.46,Outlet_07
T00341,C0013,22-05-2024,600.68,Outlet_07
T00342,C0013,31-07-2024,4712.96,Outlet_10
T00343,C0013,31-07-2024,4712.96,Outlet_10
T00344,C0013,13-10-2024,1164.79,Outlet_05
T00345,C0013,13-10-2024,1164.79,Outlet_05
T00346,C0013,31-10-2024,1107.52,Outlet_08
T00347,C0013,31-10-2024,1107.52,Outlet_08
T00348,C0013,01-11-2024,1417.58,Outlet_07
T00349,C0013,01-11-2024,1417.58,Outlet_07
T00350,C0013,02-12-2024,1585,Outlet_04
T00351,C0013,03-12-2024,870.03,Outlet_07
T00352,C0013,07-12-2024,948.92,Outlet_07
T00353,C0013,10-12-2024,1892.87,Outlet_07
T00354,C0013,10-12-2024,1892.87,Outlet_07
T00355,C0013,10-12-2024,1892.87,Outlet_07
T00356,C0013,10-12-2024,1892.87,Outlet_07
T00357,C0013,21-12-2024,1364.34,Outlet_07
T00358,C0013,20-01-2025,1848.24,Outlet_06
T00359,C0013,08-02-2025,1210.09,Outlet_07
T00360,C0013,08-02-2025,1210.09,Outlet_07
T00361,C0013,07-03-2025,2058.26,Outlet_07
T00362,C0013,08-03-2025,1983.79,Outlet_07
T00363,C0013,08-03-2025,1983.79,Outlet_07
T00364,C0013,15-03-2025,1174.13,Outlet_07
T00365,C0013,15-03-2025,1174.13,Outlet_07
T00366,C0013,15-03-2025,1174.13,Outlet_07
T00367,C0013,25-03-2025,814.24,Outlet_07
T00368,C0013,18-04-2025,1125.26,Outlet_07
T00369,C0013,14-05-2025,1982.58,Outlet_07
T00370,C0013,31-05-2025,2360.92,Outlet_07
T00371,C0013,02-06-2025,1111.01,Outlet_07
T00372,C0013,02-06-2025,1111.01,Outlet_07
T00373,C0013,05-06-2025,1689.42,Outlet_07
T00374,C0013,20-06-2025,1656.73,Outlet_04
T00375,C0013,24-06-2025,1311.18,Outlet_07
T00376,C0013,08-08-2025,1241.91,Outlet_07
T00377,C0013,08-08-2025,1241.91,Outlet_07
T00378,C0013,10-08-2025,1308.91,Outlet_01
T00379,C0013,10-08-2025,1308.91,Outlet_01
T00380,C0013,07-09-2025,2063,Outlet_07
T00381,C0013,03-10-2025,2302.23,Outlet_14
T00382,C0013,17-11-2025,530.62,Outlet_07
T00383,C0013,18-11-2025,874.37,Outlet_01
T00384,C0013,30-11-2025,2279.28,Outlet_07
T00385,C0013,06-12-2025,733.5,Outlet_07
T00386,C0013,30-12-2025,1678.13,Outlet_02
T00387,C0013,30-12-2025,1678.13,Outlet_02
T00388,C0013,07-02-2026,1164.9,Outlet_07
T00389,C0013,28-02-2026,1847.81,Outlet_07
T00390,C0013,28-02-2026,1847.81,Outlet_07
T00391,C0013,15-03-2026,613.51,Outlet_07
T00392,C0013,15-03-2026,613.51,Outlet_07
T00393,C0013,15-03-2026,613.51,Outlet_07
T00394,C0013,24-04-2026,1386.51,Outlet_07
T00395,C0013,01-05-2026,1125.06,Outlet_07
T00396,C0013,23-07-2026,1364.53,Outlet_12
T00397,C0013,04-08-2026,1920.86,Outlet_07
T00398,C0013,04-08-2026,1920.86,Outlet_07
T00399,C0014,09-06-2025,1256.67,Outlet_04
T00400,C0014,31-08-2025,670.82,Outlet_12
T00401,C0014,05-10-2025,670.86,Outlet_13
T00402,C0014,05-10-2025,670.86,Outlet_13
T00403,C0014,12-11-2025,380.14,Outlet_04
T00404,C0014,13-11-2025,1605.98,Outlet_04
T00405,C0014,13-11-2025,1605.98,Outlet_04
T00406,C0014,18-11-2025,1175.62,Outlet_15
T00407,C0014,23-11-2025,1507.14,Outlet_13
T00408,C0014,02-12-2025,1566.83,Outlet_01
T00409,C0014,01-01-2026,1128.54,Outlet_04
T00410,C0014,01-01-2026,1128.54,Outlet_04
T00411,C0014,01-01-2026,1128.54,Outlet_04
T00412,C0014,02-01-2026,592.4,Outlet_04
T00413,C0014,12-01-2026,929.1,Outlet_04
T00414,C0014,12-01-2026,929.1,Outlet_04
T00415,C0014,31-01-2026,1062.05,Outlet_04
T00416,C0014,02-02-2026,372.35,Outlet_14
T00417,C0014,02-02-2026,372.35,Outlet_14
T00418,C0014,04-02-2026,790.75,Outlet_04
T00419,C0014,04-02-2026,790.75,Outlet_04
T00420,C0014,04-02-2026,790.75,Outlet_04
T00421,C0014,06-02-2026,738.7,Outlet_04
T00422,C0014,06-02-2026,738.7,Outlet_04
T00423,C0014,14-02-2026,578.61,Outlet_04
T00424,C0014,14-02-2026,578.61,Outlet_04
T00425,C0014,14-02-2026,578.61,Outlet_04
T00426,C0014,15-02-2026,1843.59,Outlet_04
T00427,C0014,23-02-2026,574.75,Outlet_04
T00428,C0014,03-03-2026,1017.29,Outlet_04
T00429,C0014,03-03-2026,1017.29,Outlet_04
T00430,C0014,14-04-2026,1130.72,Outlet_04
T00431,C0014,14-04-2026,1130.72,Outlet_04
T00432,C0014,16-04-2026,932.39,Outlet_13
T00433,C0014,16-04-2026,932.39,Outlet_13
T00434,C0014,16-04-2026,932.39,Outlet_13
T00435,C0014,16-04-2026,932.39,Outlet_13
T00436,C0014,12-05-2026,789.28,Outlet_08
T00437,C0014,01-06-2026,807.85,Outlet_06
T00438,C0014,10-06-2026,2176.5,Outlet_04
T00439,C0014,10-06-2026,2176.5,Outlet_04
T00440,C0014,13-06-2026,384.13,Outlet_15
T00441,C0014,13-06-2026,384.13,Outlet_15
T00442,C0014,12-07-2026,1221.57,Outlet_04
T00443,C0015,25-02-2026,2135.58,Outlet_08
T00444,C0015,16-04-2026,1200.35,Outlet_13
T00445,C0015,16-04-2026,1200.35,Outlet_13
T00446,C0015,02-05-2026,1080.48,Outlet_03
T00447,C0015,11-05-2026,1168.49,Outlet_08
T00448,C0015,11-05-2026,1168.49,Outlet_08
T00449,C0015,12-05-2026,889.53,Outlet_04
T00450,C0015,19-05-2026,534.53,Outlet_08
T00451,C0015,19-05-2026,534.53,Outlet_08
T00452,C0015,22-05-2026,1126.69,Outlet_08
T00453,C0015,22-05-2026,1126.69,Outlet_08
T00454,C0015,22-05-2026,1126.69,Outlet_08
T00455,C0015,23-05-2026,968.5,Outlet_08
T00456,C0015,23-05-2026,968.5,Outlet_08
T00457,C0015,30-05-2026,758.4,Outlet_08
T00458,C0015,30-05-2026,758.4,Outlet_08
T00459,C0015,30-05-2026,758.4,Outlet_08
T00460,C0015,12-06-2026,1511.3,Outlet_01
T00461,C0015,21-06-2026,1754.4,Outlet_08
T00462,C0015,10-07-2026,1875.86,Outlet_08
T00463,C0016,01-04-2024,848.69,Outlet_02
T00464,C0016,01-04-2024,848.69,Outlet_02
T00465,C0016,01-04-2024,848.69,Outlet_02
T00466,C0016,10-04-2024,1601.88,Outlet_04
T00467,C0016,10-04-2024,1601.88,Outlet_04
T00468,C0016,12-04-2024,3422.67,Outlet_04
T00469,C0016,06-08-2024,1093.23,Outlet_04
T00470,C0016,21-08-2024,595.44,Outlet_07
T00471,C0016,21-08-2024,595.44,Outlet_07
T00472,C0016,18-01-2025,1596.56,Outlet_04
T00473,C0016,25-03-2025,659.62,Outlet_04
T00474,C0016,26-03-2025,509.5,Outlet_04
T00475,C0016,02-04-2025,729.92,Outlet_04
T00476,C0016,21-04-2025,1237.34,Outlet_04
T00477,C0016,21-04-2025,1237.34,Outlet_04
T00478,C0016,22-04-2025,1777.37,Outlet_04
T00479,C0016,22-04-2025,1777.37,Outlet_04
T00480,C0016,26-05-2025,983.87,Outlet_04
T00481,C0016,26-05-2025,983.87,Outlet_04
T00482,C0016,14-06-2025,1817.63,Outlet_06
T00483,C0016,07-07-2025,651.54,Outlet_04
T00484,C0016,10-08-2025,1510.09,Outlet_04
T00485,C0016,10-08-2025,1510.09,Outlet_04
T00486,C0016,22-08-2025,1339.75,Outlet_04
T00487,C0016,22-08-2025,1339.75,Outlet_04
T00488,C0016,25-09-2025,364.9,Outlet_13
T00489,C0016,25-09-2025,364.9,Outlet_13
T00490,C0016,25-11-2025,1055.44,Outlet_04
T00491,C0016,05-01-2026,1488.02,Outlet_12
T00492,C0016,05-01-2026,1488.02,Outlet_12
T00493,C0016,04-02-2026,641.77,Outlet_04
T00494,C0016,14-02-2026,1131.13,Outlet_11
T00495,C0016,03-03-2026,1116.64,Outlet_04
T00496,C0016,03-03-2026,1116.64,Outlet_04
T00497,C0016,27-06-2026,977.09,Outlet_04
T00498,C0016,27-06-2026,977.09,Outlet_04
T00499,C0017,05-09-2024,889.67,Outlet_04
T00500,C0017,08-09-2024,812.06,Outlet_01
T00501,C0017,15-11-2024,1290.85,Outlet_01
T00502,C0017,06-12-2024,1427.4,Outlet_01
T00503,C0017,06-12-2024,1427.4,Outlet_01
T00504,C0017,08-01-2025,2317.92,Outlet_01
T00505,C0017,10-03-2025,898.55,Outlet_01
T00506,C0017,12-03-2025,1548.42,Outlet_01
T00507,C0017,27-03-2025,873.3,Outlet_01
T00508,C0017,27-03-2025,873.3,Outlet_01
T00509,C0017,21-06-2025,1362.46,Outlet_15
T00510,C0017,21-06-2025,646,Outlet_07
T00511,C0017,21-06-2025,646,Outlet_07
T00512,C0017,21-06-2025,646,Outlet_07
T00513,C0017,12-07-2025,1819.18,Outlet_01
T00514,C0017,19-07-2025,1227,Outlet_01
T00515,C0017,25-09-2025,1673.1,Outlet_01
T00516,C0017,06-10-2025,905.99,Outlet_01
T00517,C0017,06-10-2025,905.99,Outlet_01
T00518,C0017,12-12-2025,724,Outlet_01
T00519,C0017,23-12-2025,1096.58,Outlet_01
T00520,C0017,13-01-2026,1283.74,Outlet_01
T00521,C0017,13-01-2026,1283.74,Outlet_01
T00522,C0017,15-02-2026,931.52,Outlet_10
T00523,C0017,15-02-2026,931.52,Outlet_10
